Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Quarter,Is_month_end,Day_sin,day_cos,Month_sin,Month_cos,Lag_1,Rolling_4,Rolling_12,Fuel_Change,CPI_Change,Unemployment_Rel,Month,Week,Is_Thanksgiving,Is_Christmas
5,2010-09-10,306533.08,1,79.86,2.565,212.0499271,6.496,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,311825.7,309179.39,309179.39,0.006671899529042458,0.0011777938936374799,1.0164770682397861,9,36,0,0
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,306533.08,368907.13000000006,368907.13000000006,0.06627680311890827,0.0011955387274453777,1.0590389159247031,11,47,1,0
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,488362.61,351225.3925,351225.3925,0.07605118829981716,-0.0016331661812302167,1.0590389159247031,12,52,0,1
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,298180.18,351166.60250000004,343298.42199999996,0.02684335711858643,0.007255011976402992,1.0380709468446336,2,6,0,0
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,311590.54,354810.88749999995,339600.38833333337,0.17339510258107205,0.013715668139433923,1.0216408218192061,9,36,0,0
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,321110.22,359695.2525,363643.2,-0.08742244782853914,0.01210657994345854,0.9858075015256544,11,47,1,0
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,507900.07,372556.4275,361890.91,-0.03306551297898641,0.0049077262520493825,0.9858075015256544,12,52,0,1
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,349624.88,381968.7625,360485.24,0.08948545861297541,0.0033244168571018307,0.9299450764392007,2,6,0,0
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,349239.88,389353.435,359501.60699999996,0.09416251100029349,0.009872305126259029,0.8767427668330543,9,36,0,0
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1606283.86,1515254.65,1515254.65,0.006671899529042458,0.0011433446980677608,1.0418191869238471,9,36,0,0
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1424225.44,1765987.2333333334,1765987.2333333334,0.06627680311890827,0.0011923390966288583,1.0468990452854432,11,47,1,0
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,2267452.4,1690502.9300000002,1690502.9300000002,0.07605118829981716,-0.0016520521732259486,1.0468990452854432,12,52,0,1
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1464050.02,1660662.0074999998,1649786.378,0.02684335711858643,0.007271103196289541,1.024637313053742,2,6,0,0
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1486920.17,1675499.2425000002,1622084.3783333332,0.17339510258107205,0.013685041299607015,1.034647622178064,9,36,0,0
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1483574.38,1671089.0299999998,1711759.6885714286,-0.08742244782853914,0.012160693430090852,0.9787691802005051,11,47,1,0
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,2249811.55,1704596.655,1697549.7925,-0.03306551297898641,0.004937800410388826,0.9787691802005051,12,52,0,1
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1598080.52,1738017.5924999998,1689000.2511111111,0.08948545861297541,0.0033294491110267277,0.9161673962737745,2,6,0,0
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1620603.92,1769143.25,1680907.927,0.09416251100029349,0.009877690720421661,0.8468422703978725,9,36,0,0
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,524104.92,529937.12,529937.12,0.08087091757387244,0.004916794009276915,1.0376413997859584,9,36,0,0
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,535769.32,631687.8333333334,631687.8333333334,-0.013669064748201398,0.0032372095663337763,1.0514505345285907,11,47,1,0
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,835189.26,656158.895,656158.895,0.03172866520787743,0.0012748909486430815,1.0514505345285907,12,52,0,1
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,729572.08,665108.4475,636907.742,0.07352421350300453,0.00314546389661019,1.0147412513377598,2,6,0,0
7,2011-09-09,613135.23,1,45.61,3.566,194.6387853,8.622,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,559903.13,684449.9249999999,632945.6566666666,0.17418505103720783,0.014497740625574851,0.9921863312581273,9,36,0,0
7,2011-11-25,949075.87,1,27.6,3.424,195.7704,8.513,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,613135.23,712921.5774999999,678107.1157142856,-0.03982052720134599,0.005813921918264242,0.979643033866903,11,47,1,0
7,2011-12-30,815915.52,1,15.56,3.119,196.3586101,8.513,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,949075.87,734507.4375,695333.16625,-0.08907710280373826,0.003004591603225082,0.979643033866903,12,52,0,1
7,2012-02-10,563460.77,1,18.79,3.103,196.9195056,8.256,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,815915.52,735396.8474999999,680680.6777777778,-0.005129849310676504,0.0028564853851551497,0.9500684702930989,2,6,0,0
7,2012-09-07,597876.55,1,57.84,3.596,198.0950484,7.872,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,563460.77,731582.1775,672400.265,0.1588785046728971,0.005969661544793059,0.9058792391166757,9,36,0,0
8,2010-09-10,831425.2,1,74.34,2.565,214.8528728,6.315,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,994801.4,913113.3,913113.3,0.006671899529042458,0.0010784287103602352,1.0245137007414138,9,36,0,0
8,2010-11-26,1261693.16,1,51.07,2.735,215.1077548,6.433,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,831425.2,1029306.5866666666,1029306.5866666666,0.06627680311890827,0.0011863094808941543,1.043657424682425,11,47,1,0
8,2010-12-31,773586.49,1,41.47,2.943,214.7447295,6.433,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1261693.16,965376.5625,965376.5625,0.07605118829981716,-0.001687643945414874,1.043657424682425,12,52,0,1
8,2011-02-11,996147.39,1,28.26,3.022,216.3126733,6.262,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,773586.49,965713.0599999999,971530.7279999999,0.02684335711858643,0.0073014308833130315,1.0159152484628238,2,6,0,0
8,2011-09-09,848358.09,1,69.01,3.546,219.2604355,6.425,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,996147.39,969946.2825,951001.955,0.17339510258107205,0.01362732083622209,1.042359545093204,9,36,0,0
8,2011-11-25,1235163.86,1,49.61,3.236,221.9491571,6.123,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,848358.09,963313.9575,991596.5128571428,-0.08742244782853914,0.012262684756001008,0.9933645906001071,11,47,1,0
8,2011-12-30,858572.22,1,36.33,3.129,223.0576765,6.123,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1235163.86,984560.3899999999,974968.47625,-0.03306551297898641,0.0049944744755239245,0.9933645906001071,12,52,0,1
8,2012-02-10,1021400.42,1,35.71,3.409,223.8024507,5.825,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,858572.22,990873.6475000001,980127.5811111112,0.08948545861297541,0.00333893104100369,0.9450185759016207,2,6,0,0
8,2012-09-07,932160.37,1,80.87,3.73,226.0153733,5.401,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1021400.42,1011824.2175,975330.86,0.09416251100029349,0.009887838998538623,0.8762309576729018,9,36,0,0
9,2010-09-10,484835.2,1,77.7,2.565,215.0359315,6.442,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,552677.48,518756.33999999997,518756.33999999997,0.006671899529042458,0.0010720299785182963,1.0415689825219485,9,36,0,0
9,2010-11-26,768070.53,1,60.18,2.735,215.2909028,6.56,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,484835.2,601861.07,601861.07,0.06627680311890827,0.0011857148627274494,1.0606477065110185,11,47,1,0
9,2010-12-31,459770.85,1,45.92,2.943,214.9268131,6.56,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,768070.53,566338.515,566338.515,0.07605118829981716,-0.0016911522747351526,1.0606477065110185,12,52,0,1
9,2011-02-11,555279.02,1,34.13,3.022,216.496729,6.416,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,459770.85,566988.9,564126.616,0.02684335711858643,0.007304420874046702,1.037365195880289,2,6,0,0
9,2011-09-09,528784.86,1,75.65,3.546,219.4457675,6.404,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,555279.02,577976.315,558236.3233333334,0.17339510258107205,0.013621630745284774,1.0354249866610614,9,36,0,0
9,2011-11-25,814753.5,1,54.32,3.236,222.1389683,6.054,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,528784.86,589647.0575,594881.6342857142,-0.08742244782853914,0.012272739778405706,0.9788355511002602,11,47,1,0
9,2011-12-30,549788.36,1,43.41,3.129,223.2496766,6.054,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,814753.5,612151.4349999999,589244.975,-0.03306551297898641,0.005000060585948152,0.9788355511002602,12,52,0,1
9,2012-02-10,609736.12,1,44.03,3.409,223.9953006,5.667,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,549788.36,625765.71,591521.7688888889,0.08948545861297541,0.003339865980347856,0.9162638037801741,2,6,0,0
9,2012-09-07,565812.29,1,87.93,3.73,226.2103541,5.277,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,609736.12,635022.5675,588950.821,0.09416251100029349,0.009888839158976426,0.8532070041552813,9,36,0,0
10,2010-09-10,1720530.23,1,84.04,2.961,126.1145806,9.199,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2176028.52,1948279.375,1948279.375,0.04702970297029707,-0.003017302691264434,1.0893319715203458,9,36,0,0
10,2010-12-31,1707298.14,1,49.67,3.148,127.0876774,9.003,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1720530.23,1867952.2966666666,1867952.2966666666,0.06315433975008444,0.0077159738023186986,1.066121941471646,12,52,0,1
10,2011-02-11,2115408.31,1,51.51,3.381,127.859129,8.744,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1707298.14,1929816.3,1929816.3,0.07401524777636581,0.006070231322049313,1.0354515446215788,2,6,0,0
10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2115408.31,1803454.125,1877969.004,0.11535048802129544,0.011805835936830045,0.9777817250617996,9,36,0,0
10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1670579.82,1855994.1600000001,1886755.8983333334,-0.09095730575444183,0.005429596748810939,0.9324274316503101,12,52,0,1
10,2012-02-10,2218595.8,1,55.73,3.722,130.3849032,7.545,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1930690.37,1983818.5750000002,1934161.5985714288,0.0857642940490082,0.0024130730297893255,0.8934677383542786,2,6,0,0
10,2012-09-07,1708283.28,1,83.07,4.124,130.9325484,7.17,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2218595.8,1882037.3175000001,1905926.80875,0.10800644814615801,0.004200219400860794,0.8490607931080421,9,36,0,0
11,2010-09-10,1231428.46,1,81.93,2.565,214.8065431,7.346,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1574684.08,1403056.27,1403056.27,0.006671899529042458,0.0010800499829077825,1.0129479736903793,9,36,0,0
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1231428.46,1521118.3499999999,1521118.3499999999,0.06627680311890827,0.0011864601344167003,1.0430082320982887,11,47,1,0
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1757242.51,1433839.5375,1433839.5375,0.07605118829981716,-0.0016867550187208424,1.0430082320982887,12,52,0,1
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1172003.1,1394977.7425,1430919.01,0.02684335711858643,0.007300673408157543,1.0412156478813033,2,6,0,0
11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1419236.9,1399480.615,1400672.5,0.17339510258107205,0.013628762522513771,1.0434219053791316,9,36,0,0
11,2011-11-25,1848953.48,1,70.03,3.236,221.9011185,7.197,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1249439.95,1422408.3575,1464712.6400000001,-0.08742244782853914,0.0122601373823501,0.992402200741854,11,47,1,0
11,2011-12-30,1352084.21,1,48.86,3.129,223.0090839,7.197,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1848953.48,1467428.6349999998,1450634.08625,-0.03306551297898641,0.004993059104386743,0.992402200741854,12,52,0,1
11,2012-02-10,1574287.76,1,52.23,3.409,223.753643,6.833,2012,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1352084.21,1506191.35,1464373.3833333333,0.08948545861297541,0.0033386940432160728,0.9422098426662622,2,6,0,0
11,2012-09-07,1304584.4,1,85.17,3.73,225.9660263,6.334,2012,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1574287.76,1519977.4625,1448394.4849999999,0.09416251100029349,0.009887585606818572,0.8734021869527446,9,36,0,0
12,2010-09-10,903119.03,1,83.63,3.044,126.1145806,14.18,2010,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1117863.33,1010491.18,1010491.18,0.033265444670739885,-0.003017302691264434,1.0645805492574962,9,36,0,0
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,903119.03,1207453.2566666666,1207453.2566666666,0.038764783180026186,0.004398270979937724,1.074565684169432,11,47,1,0
12,2010-12-31,891736.91,1,45.64,3.148,127.0876774,14.313,2010,4,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1601377.41,1128524.17,1128524.17,-0.0044275774826059155,0.0033031745655476286,1.074565684169432,12,52,0,1
12,2011-02-11,1086421.57,1,51.3,3.381,127.859129,14.021,2011,1,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,891736.91,1120663.73,1120103.65,0.07401524777636581,0.006070231322049313,1.0526434330845809,2,6,0,0
12,2011-09-09,922850.57,1,88.0,3.913,129.3686129,13.503,2011,3,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,1086421.57,1125596.615,1087228.1366666667,0.15734989648033126,0.011805835936830045,1.0137539602696737,9,36,0,0
12,2011-11-25,1591920.42,1,53.25,3.622,129.8364,12.89,2011,4,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,922850.57,1123232.3675,1159327.0342857144,-0.07436749297214407,0.003615924214643851,0.9677322482319555,11,47,1,0
12,2011-12-30,1111638.07,1,44.64,3.428,130.0710323,12.89,2011,4,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1591920.42,1178207.6575,1153365.91375,-0.05356156819436775,0.0018071380598969622,0.9677322482319555,12,52,0,1
